processo,duracao,status,data_distribuicao,data_decisao,camara,crime,liminar,fisico,decisao
20080735820228260000,15,1,2022-01-23,2022-02-07,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080744320228260000,36,1,2022-01-23,2022-02-28,15CDC,Furto,não,não,denegado
20080761320228260000,57,1,2022-01-23,2022-03-21,4CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20080813520228260000,8,1,2022-01-23,2022-01-31,7CDC,Decorrente de Violência Doméstica,não,não,denegado
20080822020228260000,43,1,2022-01-23,2022-03-07,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080848720228260000,33,1,2022-01-23,2022-02-25,1CDC,Crimes do Sistema Nacional de Armas,não,não,prejudicado/extinto
20080891220228260000,50,1,2022-01-23,2022-03-14,7CDC,Roubo,não,não,denegado
20080926420228260000,36,1,2022-01-23,2022-02-28,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080943420228260000,44,1,2022-01-23,2022-03-08,8CDC,Furto Qualificado,não,não,denegado
20080978620228260000,44,1,2022-01-25,2022-03-10,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20080987120228260000,16,1,2022-01-25,2022-02-10,6CDC,Lesão Corporal,não,não,denegado
20080995620228260000,36,1,2022-01-23,2022-02-28,14CDC,Leve,não,não,denegado
20081073320228260000,33,1,2022-01-23,2022-02-25,1CDC,Roubo,não,não,denegado
20081090320228260000,263,0,2022-01-23,NA,NA,Tráfico de Drogas e Condutas Afins,não,não,NA
20081108520228260000,9,1,2022-01-25,2022-02-03,8CDC,Ameaça,não,não,duvida
20081117020228260000,16,1,2022-01-25,2022-02-10,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081134020228260000,42,1,2022-01-25,2022-03-08,15CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20081142520228260000,64,1,2022-01-25,2022-03-30,4CDC,Receptação,não,não,denegado
20081186220228260000,64,1,2022-01-25,2022-03-30,11CDC,Constrangimento ilegal,não,não,denegado
20081194720228260000,70,1,2022-01-25,2022-04-05,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081220220228260000,17,1,2022-01-25,2022-02-11,16CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20081238420228260000,261,0,2022-01-25,NA,6CDC,Furto Qualificado,não,não,NA
20081255420228260000,13,1,2022-01-25,2022-02-07,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081324620228260000,28,1,2022-01-25,2022-02-22,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081368320228260000,2,1,2022-01-25,2022-01-27,8CDC,Furto,não,não,prejudicado/extinto
20081410820228260000,261,0,2022-01-25,NA,11CDC,Roubo,não,não,NA
20081532220228260000,7,1,2022-01-25,2022-02-01,7CDC,Roubo,não,não,denegado
20081558920228260000,23,1,2022-01-25,2022-02-17,12CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081592920228260000,13,1,2022-01-25,2022-02-07,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081653620228260000,17,1,2022-01-25,2022-02-11,13CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20081697320228260000,24,1,2022-01-25,2022-02-18,8CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20081705820228260000,67,1,2022-01-25,2022-04-02,8CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20081749520228260000,29,1,2022-01-25,2022-02-23,9CDC,Roubo,não,não,não conhecido
20081758020228260000,27,1,2022-01-25,2022-02-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081766520228260000,261,0,2022-01-25,NA,16CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20081800520228260000,14,1,2022-01-25,2022-02-08,2CDC,Roubo,sim,não,denegado
20081844220228260000,23,1,2022-01-25,2022-02-17,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20081887920228260000,36,1,2022-01-25,2022-03-02,10CDC,Roubo,não,não,concedido
20081930420228260000,27,1,2022-01-25,2022-02-21,9CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20081982620228260000,25,1,2022-01-24,2022-02-18,13CDC,Lesão Corporal,não,não,denegado
20082026320228260000,44,1,2022-01-24,2022-03-09,7CDC,Receptação Qualificada,não,não,prejudicado/extinto
20082087020228260000,56,1,2022-01-24,2022-03-21,4CDC,Leve,não,não,prejudicado/extinto
20082095520228260000,24,1,2022-01-24,2022-02-17,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082147720228260000,31,1,2022-01-25,2022-02-25,16CDC,Estupro,não,não,denegado
20082156220228260000,3,1,2022-01-24,2022-01-27,16CDC,Crimes de Trânsito,não,não,prejudicado/extinto
20082173220228260000,21,1,2022-01-24,2022-02-14,13CDC,Homicídio Qualificado,não,não,denegado
20082208420228260000,31,1,2022-01-25,2022-02-25,9CDC,Roubo,não,não,denegado
20082225420228260000,29,1,2022-01-24,2022-02-22,3CDC,Furto Qualificado,não,não,denegado
20082233920228260000,72,1,2022-01-24,2022-04-06,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082242420228260000,9,1,2022-01-24,2022-02-02,9CDC,Furto Qualificado,não,não,prejudicado/extinto
20082286120228260000,261,0,2022-01-25,NA,12CDC,Roubo Majorado,não,não,NA
20082303120228260000,31,1,2022-01-24,2022-02-24,6CDC,Furto Qualificado,não,não,concedido
20082311620228260000,21,1,2022-01-24,2022-02-14,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082346820228260000,43,1,2022-01-24,2022-03-08,13CDC,Furto,não,não,denegado
20082355320228260000,28,1,2022-01-25,2022-02-22,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082416020228260000,42,1,2022-01-24,2022-03-07,1CDC,Furto Qualificado,não,não,denegado
20082433020228260000,23,1,2022-01-24,2022-02-16,5CDC,Furto,não,não,prejudicado/extinto
20082459720228260000,22,1,2022-01-24,2022-02-15,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20082476720228260000,11,1,2022-01-24,2022-02-04,5CDC,Furto,não,não,denegado
20082528920228260000,27,1,2022-01-25,2022-02-21,1CDC,Homicídio Qualificado,não,não,denegado
20082537420228260000,10,1,2022-01-25,2022-02-04,11CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20082545920228260000,21,1,2022-01-24,2022-02-14,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082589620228260000,37,1,2022-01-25,2022-03-03,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082598120228260000,45,1,2022-01-25,2022-03-11,1CDC,Roubo Majorado,não,não,denegado
20082615120228260000,57,1,2022-01-24,2022-03-22,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082632120228260000,30,1,2022-01-25,2022-02-24,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20082667320228260000,37,1,2022-01-25,2022-03-03,12CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20082692820228260000,24,1,2022-01-25,2022-02-18,7CDC,Roubo Majorado,não,não,denegado
20082797220228260000,22,1,2022-01-25,2022-02-16,15CDC,Extorsão,não,não,denegado
20082900420228260000,17,1,2022-01-25,2022-02-11,2CDC,Homicídio Qualificado,não,não,denegado
20083160220228260000,15,1,2022-01-25,2022-02-09,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20083220920228260000,78,1,2022-01-24,2022-04-12,14CDC,Crimes de Trânsito,não,não,concedido
20083438220228260000,40,1,2022-01-25,2022-03-06,4CDC,Execução penal,não,não,prejudicado/extinto
20083732020228260000,38,1,2022-01-25,2022-03-04,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20083767220228260000,261,0,2022-01-25,NA,3CDC,Execução penal,não,não,NA
20083792720228260000,261,0,2022-01-25,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20083914120228260000,38,1,2022-01-25,2022-03-04,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20083949320228260000,38,1,2022-01-25,2022-03-04,8CDC,Crimes contra a Ordem Tributária,não,não,prejudicado/extinto
20084027020228260000,27,1,2022-01-25,2022-02-21,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20084217620228260000,50,1,2022-01-25,2022-03-16,13CDC,Roubo,não,não,denegado
20084234620228260000,71,1,2022-01-25,2022-04-06,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20084312320228260000,23,1,2022-01-25,2022-02-17,2CDC,Roubo,não,não,denegado
20084433720228260000,261,0,2022-01-25,NA,NA,Extorsão,não,não,NA
20084442220228260000,83,1,2022-01-25,2022-04-18,10CDC,Furto,não,não,denegado
20084693520228260000,21,1,2022-01-25,2022-02-15,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20084771220228260000,261,0,2022-01-25,NA,8CDC,Extorsão mediante seqüestro,não,não,NA
20084858620228260000,44,1,2022-01-25,2022-03-10,13CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,sim,não,concedido
20084875620228260000,24,1,2022-01-25,2022-02-18,4CDC,Crimes de Trânsito,não,não,prejudicado/extinto
20084901120228260000,23,1,2022-01-25,2022-02-17,16CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20084953320228260000,20,1,2022-01-25,2022-02-14,14CDC,Receptação,não,não,denegado
20084970320228260000,30,1,2022-01-25,2022-02-24,15CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20084997020228260000,63,1,2022-01-25,2022-03-29,8CDC,Furto,não,não,denegado
20085083220228260000,21,1,2022-01-25,2022-02-15,7CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20085204620228260000,20,1,2022-01-25,2022-02-14,16CDC,Crimes contra a Flora,sim,não,concedido
20085326020228260000,26,1,2022-01-26,2022-02-21,8CDC,Roubo,não,não,denegado
20085343020228260000,40,1,2022-01-26,2022-03-07,15CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20085420720228260000,261,0,2022-01-25,NA,14CDC,Furto,não,não,NA
20085481420228260000,13,1,2022-01-25,2022-02-07,1CDC,Roubo,não,não,denegado
20085715720228260000,83,1,2022-01-25,2022-04-18,5CDC,Roubo Majorado,não,não,denegado
20085793420228260000,21,1,2022-01-25,2022-02-15,16CDC,Roubo,não,não,concedido
20085862620228260000,8,1,2022-01-25,2022-02-02,6CDC,Execução penal,sim,não,denegado
20085906320228260000,24,1,2022-01-25,2022-02-18,11CDC,Crimes contra a vida,não,não,denegado
20085914820228260000,21,1,2022-01-25,2022-02-15,11CDC,Roubo,não,não,não conhecido
20086044720228260000,99,1,2022-01-25,2022-05-04,4CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20086321520228260000,40,1,2022-01-25,2022-03-06,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20086339720228260000,15,1,2022-01-25,2022-02-09,5CDC,Roubo,não,não,não conhecido
20086365220228260000,24,1,2022-01-25,2022-02-18,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20086373720228260000,261,0,2022-01-25,NA,14CDC,Roubo,não,não,NA
20086442920228260000,13,1,2022-01-25,2022-02-07,9CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20086520620228260000,27,1,2022-01-25,2022-02-21,9CDC,Roubo,não,não,denegado
20086668720228260000,13,1,2022-01-25,2022-02-07,2CDC,Furto,não,não,não conhecido
20086711220228260000,37,1,2022-01-25,2022-03-03,10CDC,Crimes contra o Patrimônio,não,não,denegado
20086824120228260000,65,1,2022-01-25,2022-03-31,16CDC,Aplicação da Pena,não,não,prejudicado/extinto
20087006220228260000,15,1,2022-01-25,2022-02-09,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20087196820228260000,28,1,2022-01-25,2022-02-22,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20087309720228260000,261,0,2022-01-25,NA,13CDC,Regime inicial,não,não,NA
20087335220228260000,13,1,2022-01-25,2022-02-07,11CDC,Roubo,não,não,prejudicado/extinto
20087482120228260000,37,1,2022-01-25,2022-03-03,15CDC,Execução penal,não,não,denegado
20087647220228260000,261,0,2022-01-25,NA,6CDC,Furto Qualificado,não,não,NA
20087898520228260000,36,1,2022-01-25,2022-03-02,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20088219020228260000,36,1,2022-01-25,2022-03-02,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20088305220228260000,50,1,2022-01-25,2022-03-16,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20088443620228260000,69,1,2022-01-25,2022-04-04,4CDC,Roubo Majorado,não,não,denegado
20088703420228260000,13,1,2022-01-25,2022-02-07,1CDC,Roubo Majorado,não,não,denegado
20088772620228260000,27,1,2022-01-25,2022-02-21,5CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20089214520228260000,24,1,2022-01-25,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20089223020228260000,261,0,2022-01-25,NA,4CDC,Crimes do Sistema Nacional de Armas,não,não,NA
20089283720228260000,73,1,2022-01-25,2022-04-08,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20089352920228260000,38,1,2022-01-25,2022-03-04,14CDC,Roubo,não,não,denegado
20089482820228260000,261,0,2022-01-25,NA,16CDC,Roubo,não,não,NA
20089518020228260000,38,1,2022-01-25,2022-03-04,1CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20089526520228260000,7,1,2022-01-25,2022-02-01,8CDC,Roubo Majorado,sim,não,denegado
20089690420228260000,71,1,2022-01-25,2022-04-06,5CDC,Furto Qualificado,não,não,denegado
20089717120228260000,33,1,2022-01-25,2022-02-27,15CDC,Homicídio Qualificado,não,não,denegado
20089907720228260000,55,1,2022-01-26,2022-03-22,3CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,não conhecido
20090037620228260000,29,1,2022-01-25,2022-02-23,4CDC,Falsificação de documento público,não,não,não conhecido
20090046120228260000,261,0,2022-01-25,NA,10CDC,Execução penal,não,não,NA
20090089820228260000,37,1,2022-01-25,2022-03-03,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20090245220228260000,41,1,2022-01-25,2022-03-07,16CDC,Roubo,não,não,denegado
20090288920228260000,38,1,2022-01-25,2022-03-04,8CDC,Roubo Majorado,não,não,denegado
20090322920228260000,49,1,2022-01-25,2022-03-15,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20090383620228260000,48,1,2022-01-25,2022-03-14,7CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20090461320228260000,41,1,2022-01-25,2022-03-07,14CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20090513520228260000,31,1,2022-01-25,2022-02-25,9CDC,Roubo,não,não,denegado
20090530520228260000,15,1,2022-01-25,2022-02-09,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20090756320228260000,50,1,2022-01-25,2022-03-16,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20090825520228260000,20,1,2022-01-25,2022-02-14,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20090851020228260000,50,1,2022-01-25,2022-03-16,14CDC,Receptação,não,não,denegado
20091033120228260000,37,1,2022-01-25,2022-03-03,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20091258920228260000,6,1,2022-01-25,2022-01-31,7CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20091284420228260000,16,1,2022-01-25,2022-02-10,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20091414320228260000,21,1,2022-01-25,2022-02-15,3CDC,Roubo,não,não,não conhecido
20091449520228260000,57,1,2022-01-25,2022-03-23,3CDC,Receptação,não,não,prejudicado/extinto
20091475020228260000,57,1,2022-01-25,2022-03-23,4CDC,Crimes de Trânsito,não,não,denegado
20091483520228260000,65,1,2022-01-25,2022-03-31,7CDC,Crimes de Trânsito,não,não,denegado
20091561220228260000,28,1,2022-01-25,2022-02-22,14CDC,Roubo,não,não,denegado
20091587920228260000,73,1,2022-01-25,2022-04-08,4CDC,Roubo,não,não,denegado
20091925420228260000,31,1,2022-01-25,2022-02-25,9CDC,Furto Qualificado,não,não,denegado
20091977620228260000,261,0,2022-01-25,NA,3CDC,Execução penal,não,não,NA
20092029820228260000,261,0,2022-01-25,NA,6CDC,Furto Qualificado,não,não,NA
20092055320228260000,20,1,2022-01-25,2022-02-14,2CDC,Roubo Majorado,não,não,denegado
20092080820228260000,43,1,2022-01-25,2022-03-09,10CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20092099020228260000,51,1,2022-01-25,2022-03-17,13CDC,Execução penal,não,não,concedido
20092384320228260000,29,1,2022-01-25,2022-02-23,12CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20092428020228260000,27,1,2022-01-25,2022-02-21,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20092600420228260000,14,1,2022-01-25,2022-02-08,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20092627120228260000,22,1,2022-01-25,2022-02-16,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20092878420228260000,20,1,2022-01-25,2022-02-14,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20092920920228260000,261,0,2022-01-25,NA,5CDC,Crimes do Sistema Nacional de Armas,não,não,NA
20092973120228260000,24,1,2022-01-25,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20093069020228260000,261,0,2022-01-25,NA,7CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20093094520228260000,72,1,2022-01-25,2022-04-07,7CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20093129720228260000,17,1,2022-01-25,2022-02-11,5CDC,Crimes contra a vida,não,não,denegado
20093163720228260000,38,1,2022-01-25,2022-03-04,8CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,prejudicado/extinto
20093561920228260000,10,1,2022-01-25,2022-02-04,7CDC,Execução penal,sim,não,denegado
20093570420228260000,27,1,2022-01-25,2022-02-21,5CDC,Roubo,não,não,denegado
20093588620228260000,261,0,2022-01-25,NA,13CDC,Roubo,não,não,NA
20093649320228260000,45,1,2022-01-25,2022-03-11,16CDC,Tráfico de Drogas e Condutas Afins,sim,não,concedido
20093657820228260000,31,1,2022-01-25,2022-02-25,12CDC,Furto Qualificado,não,não,denegado
20093691820228260000,261,0,2022-01-25,NA,7CDC,Roubo,não,não,NA
20093700320228260000,49,1,2022-01-25,2022-03-15,16CDC,Furto Qualificado,não,não,denegado
20093787720228260000,261,0,2022-01-25,NA,13CDC,Execução penal,não,não,NA
20093813220228260000,21,1,2022-01-25,2022-02-15,13CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,prejudicado/extinto
20093848420228260000,20,1,2022-01-25,2022-02-14,2CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20093926120228260000,58,1,2022-01-25,2022-03-24,13CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20094012320228260000,16,1,2022-01-25,2022-02-10,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20094039020228260000,98,1,2022-01-25,2022-05-03,4CDC,Falsificação de documento particular,não,não,denegado
20094081520228260000,36,1,2022-01-25,2022-03-02,8CDC,Homicídio Qualificado,não,não,denegado
20094099720228260000,92,1,2022-01-25,2022-04-27,12CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20094168920228260000,261,0,2022-01-25,NA,11CDC,Furto Qualificado,não,não,NA
20094280620228260000,21,1,2022-01-25,2022-02-15,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20094385020228260000,23,1,2022-01-25,2022-02-17,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
