processo,duracao,status,data_distribuicao,data_decisao,camara,crime,liminar,fisico,decisao
20015563720228260000,30,1,2022-01-09,2022-02-08,9CDC,Tráfico de Drogas e Condutas Afins,sim,não,denegado
20015572220228260000,20,1,2022-01-11,2022-01-31,3CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20015598920228260000,25,1,2022-01-09,2022-02-03,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015607420228260000,54,1,2022-01-09,2022-03-04,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015615920228260000,52,1,2022-01-09,2022-03-02,13CDC,Furto,não,não,denegado
20015624420228260000,33,1,2022-01-09,2022-02-11,14CDC,Furto,não,não,denegado
20015659620228260000,36,1,2022-01-11,2022-02-16,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015668120228260000,29,1,2022-01-11,2022-02-09,6CDC,Receptação,não,não,denegado
20015676620228260000,31,1,2022-01-11,2022-02-11,2CDC,Furto Qualificado,não,não,prejudicado/extinto
20015685120228260000,24,1,2022-01-11,2022-02-04,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015693620228260000,30,1,2022-01-11,2022-02-10,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015728820228260000,69,1,2022-01-11,2022-03-21,3CDC,Furto,não,não,denegado
20015737320228260000,29,1,2022-01-11,2022-02-09,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015762820228260000,41,1,2022-01-11,2022-02-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015771320228260000,41,1,2022-01-11,2022-02-21,16CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015789520228260000,37,1,2022-01-11,2022-02-17,9CDC,Furto,não,não,denegado
20015798020228260000,38,1,2022-01-11,2022-02-18,14CDC,Furto Qualificado,não,não,denegado
20015806520228260000,91,1,2022-01-11,2022-04-12,7CDC,Roubo,não,não,denegado
20015867220228260000,55,1,2022-01-11,2022-03-07,7CDC,Furto Qualificado,não,não,denegado
20015884220228260000,14,1,2022-01-11,2022-01-25,8CDC,Crimes do Sistema Nacional de Armas,sim,não,denegado
20015901220228260000,20,1,2022-01-11,2022-01-31,9CDC,Execução penal,não,não,denegado
20015936420228260000,69,1,2022-01-11,2022-03-21,11CDC,Roubo,não,não,denegado
20015953420228260000,43,1,2022-01-11,2022-02-23,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20015988620228260000,35,1,2022-01-11,2022-02-15,15CDC,Crimes contra a vida,não,não,prejudicado/extinto
20016031120228260000,275,0,2022-01-11,NA,6CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,NA
20016412320228260000,31,1,2022-01-11,2022-02-11,1CDC,Homicídio Simples,não,não,denegado
20016420820228260000,20,1,2022-01-11,2022-01-31,16CDC,Furto,não,não,denegado
20016499720228260000,275,0,2022-01-11,NA,NA,Roubo,não,não,NA
20016533720228260000,275,0,2022-01-11,NA,12CDC,Homicídio Simples,não,não,NA
20016542220228260000,20,1,2022-01-11,2022-01-31,9CDC,Furto,sim,não,denegado
20016741320228260000,33,1,2022-01-11,2022-02-13,15CDC,Furto,não,não,NA
20016768020228260000,55,1,2022-01-11,2022-03-07,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20016828720228260000,45,1,2022-01-11,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20016931920228260000,45,1,2022-01-11,2022-02-25,9CDC,Furto Qualificado,não,não,denegado
20016958620228260000,45,1,2022-01-11,2022-02-25,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20016992620228260000,16,1,2022-01-11,2022-01-27,1CDC,Roubo,não,não,denegado
20017044820228260000,38,1,2022-01-11,2022-02-18,14CDC,Furto,não,não,denegado
20017053320228260000,6,1,2022-01-11,2022-01-17,7CDC,Furto Qualificado,não,não,denegado
20017097020228260000,50,1,2022-01-11,2022-03-02,5CDC,Roubo,não,não,prejudicado/extinto
20017149220228260000,275,0,2022-01-11,NA,NA,Receptação,não,não,NA
20017157720228260000,20,1,2022-01-11,2022-01-31,11CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20017218420228260000,27,1,2022-01-11,2022-02-07,11CDC,Extorsão mediante seqüestro,não,não,prejudicado/extinto
20017252420228260000,42,1,2022-01-11,2022-02-22,2CDC,Roubo,não,não,denegado
20017287620228260000,135,1,2022-01-11,2022-05-26,8CDC,Roubo,não,não,denegado
20017296120228260000,28,1,2022-01-11,2022-02-08,13CDC,Roubo Majorado,não,não,não conhecido
20017304620228260000,38,1,2022-01-11,2022-02-18,8CDC,Receptação,sim,não,concedido
20017348320228260000,10,1,2022-01-11,2022-01-21,6CDC,Crimes contra a vida,sim,não,denegado
20017409020228260000,24,1,2022-01-11,2022-02-04,12CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017547420228260000,44,1,2022-01-11,2022-02-24,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017555920228260000,38,1,2022-01-11,2022-02-18,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017564420228260000,31,1,2022-01-11,2022-02-11,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017625120228260000,27,1,2022-01-11,2022-02-07,9CDC,Roubo Majorado,não,não,concedido
20017694320228260000,275,0,2022-01-11,NA,8CDC,Roubo Majorado,não,não,NA
20017729520228260000,34,1,2022-01-12,2022-02-15,15CDC,"Promoção, constituição, financiamento ou integração de Organização Criminosa",não,não,denegado
20017780520228260000,275,0,2022-01-11,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20017798720228260000,15,1,2022-01-12,2022-01-27,11CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20017841220228260000,29,1,2022-01-12,2022-02-10,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017859420228260000,42,1,2022-01-12,2022-02-23,16CDC,Homicídio Privilegiado,sim,não,concedido
20017876420228260000,71,1,2022-01-11,2022-03-23,3CDC,Crimes do Sistema Nacional de Armas,não,não,prejudicado/extinto
20017884920228260000,6,1,2022-01-11,2022-01-17,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017893420228260000,34,1,2022-01-11,2022-02-14,10CDC,Lesão Corporal,não,não,denegado
20017910420228260000,31,1,2022-01-11,2022-02-11,2CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017937120228260000,41,1,2022-01-11,2022-02-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20017997820228260000,20,1,2022-01-11,2022-01-31,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20018006320228260000,17,1,2022-01-11,2022-01-28,11CDC,Roubo Majorado,não,não,denegado
20018075520228260000,20,1,2022-01-11,2022-01-31,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20018084020228260000,37,1,2022-01-11,2022-02-17,16CDC,aberto,não,não,denegado
20018119220228260000,142,1,2022-01-11,2022-06-02,8CDC,Crimes do Sistema Nacional de Armas,não,não,desistência
20018144720228260000,275,0,2022-01-11,NA,NA,Furto,não,não,NA
20018153220228260000,275,0,2022-01-11,NA,NA,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,NA
20018188420228260000,24,1,2022-01-11,2022-02-04,8CDC,Furto Qualificado,não,não,denegado
20018222420228260000,24,1,2022-01-11,2022-02-04,16CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,sim,não,concedido
20018257620228260000,24,1,2022-01-11,2022-02-04,7CDC,Roubo,não,não,prejudicado/extinto
20018326820228260000,22,1,2022-01-11,2022-02-02,13CDC,Roubo,não,não,concedido
20018456720228260000,52,1,2022-01-11,2022-03-04,8CDC,Receptação,não,não,denegado
20018482220228260000,35,1,2022-01-11,2022-02-15,15CDC,Apropriação indébita,não,não,prejudicado/extinto
20018490720228260000,16,1,2022-01-11,2022-01-27,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20018508920228260000,30,1,2022-01-11,2022-02-10,12CDC,Roubo,não,não,prejudicado/extinto
20018534420228260000,50,1,2022-01-11,2022-03-02,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20018551420228260000,31,1,2022-01-11,2022-02-11,14CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20018569620228260000,24,1,2022-01-11,2022-02-04,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20018586620228260000,275,0,2022-01-11,NA,NA,Tráfico de Drogas e Condutas Afins,não,não,NA
20018595120228260000,23,1,2022-01-11,2022-02-03,2CDC,Roubo,não,não,denegado
20018638820228260000,275,0,2022-01-11,NA,NA,Tráfico de Drogas e Condutas Afins,não,não,NA
20018647320228260000,63,1,2022-01-11,2022-03-15,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20018733520228260000,38,1,2022-01-11,2022-02-18,14CDC,Roubo,não,não,denegado
20018742020228260000,29,1,2022-01-11,2022-02-09,4CDC,Homicídio Privilegiado,não,não,denegado
20018750520228260000,275,0,2022-01-11,NA,NA,Tráfico de Drogas e Condutas Afins,não,não,NA
20018768720228260000,71,1,2022-01-11,2022-03-23,3CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20018777220228260000,45,1,2022-01-11,2022-02-25,8CDC,Roubo,não,não,não conhecido
20018811220228260000,275,0,2022-01-11,NA,16CDC,Crimes de Trânsito,não,não,NA
20018829420228260000,24,1,2022-01-11,2022-02-04,5CDC,Roubo,não,não,concedido
20018837920228260000,275,0,2022-01-11,NA,11CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20018863420228260000,45,1,2022-01-11,2022-02-25,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20019071020228260000,22,1,2022-01-11,2022-02-02,6CDC,Roubo,não,não,denegado
20019097720228260000,8,1,2022-01-11,2022-01-19,8CDC,Ameaça,sim,não,denegado
20019114720228260000,42,1,2022-01-11,2022-02-22,14CDC,Receptação,não,não,denegado
20019227620228260000,83,1,2022-01-11,2022-04-04,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20019236120228260000,3,1,2022-01-11,2022-01-14,11CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20019305320228260000,275,0,2022-01-11,NA,NA,Lesão Corporal,não,não,NA
20019330820228260000,55,1,2022-01-12,2022-03-08,8CDC,Furto Qualificado,não,não,prejudicado/extinto
20019443720228260000,21,1,2022-01-11,2022-02-01,8CDC,Roubo Majorado,não,não,denegado
20019452220228260000,34,1,2022-01-11,2022-02-14,13CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20019495920228260000,3,1,2022-01-12,2022-01-15,6CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20019512920228260000,44,1,2022-01-12,2022-02-25,16CDC,Roubo,não,não,denegado
20019521420228260000,34,1,2022-01-12,2022-02-15,8CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20019556620228260000,55,1,2022-01-11,2022-03-07,1CDC,Crimes do Sistema Nacional de Armas,não,não,não conhecido
20019582120228260000,45,1,2022-01-11,2022-02-25,9CDC,Roubo Majorado,não,não,não conhecido
20019608820228260000,275,0,2022-01-11,NA,NA,Roubo,não,não,NA
20019695020228260000,37,1,2022-01-11,2022-02-17,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20019747220228260000,275,0,2022-01-11,NA,NA,Injúria,não,não,NA
20019799420228260000,33,1,2022-01-12,2022-02-14,10CDC,Crimes do Sistema Nacional de Armas,não,não,denegado
20019816420228260000,19,1,2022-01-12,2022-01-31,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20019824920228260000,30,1,2022-01-12,2022-02-11,12CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20019833420228260000,54,1,2022-01-12,2022-03-07,8CDC,Estelionato,não,não,denegado
20019841920228260000,8,1,2022-01-12,2022-01-20,1CDC,Tráfico de Drogas e Condutas Afins,sim,não,prejudicado/extinto
20019877120228260000,13,1,2022-01-12,2022-01-25,8CDC,Roubo,não,não,desistência
20019937820228260000,54,1,2022-01-12,2022-03-07,1CDC,Crimes contra as Relações de Consumo,não,não,denegado
20019998520228260000,36,1,2022-01-12,2022-02-17,2CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20020024020228260000,30,1,2022-01-12,2022-02-11,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20020032520228260000,37,1,2022-01-12,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20020076220228260000,44,1,2022-01-12,2022-02-25,12CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20020101720228260000,16,1,2022-01-12,2022-01-28,13CDC,Execução penal,não,não,não conhecido
20020136920228260000,42,1,2022-01-12,2022-02-23,6CDC,Furto Qualificado,não,não,denegado
20020145420228260000,34,1,2022-01-12,2022-02-15,13CDC,Roubo,não,não,denegado
20020162420228260000,152,1,2022-01-12,2022-06-13,3CDC,Roubo,não,não,denegado
20020206120228260000,30,1,2022-01-12,2022-02-11,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20020249820228260000,44,1,2022-01-12,2022-02-25,7CDC,Roubo,não,não,denegado
20020300820228260000,54,1,2022-01-12,2022-03-07,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20020448920228260000,20,1,2022-01-12,2022-02-01,1CDC,Roubo,não,não,denegado
20020457420228260000,274,0,2022-01-12,NA,14CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,NA
20020465920228260000,33,1,2022-01-12,2022-02-14,10CDC,Homicídio Qualificado,não,não,denegado
20020482920228260000,274,0,2022-01-12,NA,7CDC,Quadrilha ou Bando,não,não,NA
20020491420228260000,40,1,2022-01-12,2022-02-21,4CDC,Roubo,não,não,prejudicado/extinto
20020509620228260000,35,1,2022-01-12,2022-02-16,3CDC,Crimes de Trânsito,não,não,denegado
20020518120228260000,274,0,2022-01-12,NA,NA,Associação para a Produção e Tráfico e Condutas Afins,não,não,NA
20020543620228260000,274,0,2022-01-12,NA,7CDC,Quadrilha ou Bando,não,não,NA
20020639520228260000,54,1,2022-01-12,2022-03-07,13CDC,Execução penal,não,não,prejudicado/extinto
20020656520228260000,30,1,2022-01-12,2022-02-11,8CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20020665020228260000,274,0,2022-01-12,NA,NA,Crimes do Sistema Nacional de Armas,não,não,NA
20020717220228260000,40,1,2022-01-12,2022-02-21,5CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,concedido
20020734220228260000,50,1,2022-01-12,2022-03-03,7CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20020769420228260000,26,1,2022-01-12,2022-02-07,2CDC,Roubo Majorado,não,não,denegado
20020786420228260000,9,1,2022-01-12,2022-01-21,7CDC,Ameaça,não,não,denegado
20021029220228260000,8,1,2022-01-12,2022-01-20,1CDC,Tráfico de Drogas e Condutas Afins,sim,não,denegado
20021046220228260000,274,0,2022-01-12,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20021132420228260000,62,1,2022-01-12,2022-03-15,7CDC,Roubo,não,não,denegado
20021201620228260000,51,1,2022-01-12,2022-03-04,8CDC,Aberto,não,não,não conhecido
20021366720228260000,44,1,2022-01-12,2022-02-25,9CDC,Crimes do Sistema Nacional de Armas,não,não,prejudicado/extinto
20021513620228260000,37,1,2022-01-12,2022-02-18,1CDC,Fechado,não,não,concedido
20021548820228260000,70,1,2022-01-12,2022-03-23,3CDC,Roubo,não,não,denegado
20021557320228260000,23,1,2022-01-12,2022-02-04,7CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20021582820228260000,44,1,2022-01-12,2022-02-25,9CDC,Ameaça,não,não,denegado
20021618020228260000,21,1,2022-01-12,2022-02-02,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20021635020228260000,13,1,2022-01-12,2022-01-25,8CDC,Pena Privativa de Liberdade,sim,não,denegado
20021660520228260000,28,1,2022-01-12,2022-02-09,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20021747920228260000,40,1,2022-01-12,2022-02-21,4CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20021756420228260000,77,1,2022-01-12,2022-03-30,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20021842620228260000,8,1,2022-01-12,2022-01-20,8CDC,Estelionato,sim,não,denegado
20021938520228260000,41,1,2022-01-12,2022-02-22,7CDC,Furto,não,não,denegado
20021972520228260000,35,1,2022-01-12,2022-02-16,16CDC,Violência Doméstica Contra a Mulher,sim,não,concedido
20022041720228260000,26,1,2022-01-12,2022-02-07,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20022068420228260000,85,1,2022-01-11,2022-04-06,10CDC,Homicídio Qualificado,não,não,denegado
20022076920228260000,29,1,2022-01-12,2022-02-10,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20022154620228260000,37,1,2022-01-12,2022-02-18,14CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20022259020228260000,28,1,2022-01-12,2022-02-09,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20022293020228260000,41,1,2022-01-12,2022-02-22,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20022370720228260000,274,0,2022-01-12,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20022422920228260000,274,0,2022-01-12,NA,6CDC,Constrangimento ilegal,não,não,NA
20022475120228260000,40,1,2022-01-12,2022-02-21,10CDC,Execução penal,não,não,denegado
20022527320228260000,41,1,2022-01-12,2022-02-22,4CDC,Execução penal,não,não,concedido
20022544320228260000,90,1,2022-01-12,2022-04-12,7CDC,Crimes do Sistema Nacional de Armas,não,não,prejudicado/extinto
20022613520228260000,274,0,2022-01-12,NA,1CDC,Furto Qualificado,não,não,NA
20022691220228260000,36,1,2022-01-12,2022-02-17,13CDC,Decorrente de Violência Doméstica,não,não,denegado
20022709420228260000,26,1,2022-01-12,2022-02-07,11CDC,Receptação,não,não,denegado
20022743420228260000,54,1,2022-01-12,2022-03-07,1CDC,Homicídio Simples,não,não,denegado
20022795620228260000,23,1,2022-01-12,2022-02-04,2CDC,Receptação,não,não,denegado
20022804120228260000,23,1,2022-01-12,2022-02-04,7CDC,Desobediência,não,não,denegado
20022864820228260000,36,1,2022-01-12,2022-02-17,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20022942520228260000,274,0,2022-01-12,NA,10CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20022986220228260000,25,1,2022-01-12,2022-02-06,11CDC,Receptação Qualificada,não,não,denegado
20022994720228260000,61,1,2022-01-12,2022-03-14,3CDC,Crimes do Sistema Nacional de Armas,não,não,prejudicado/extinto
20023003220228260000,63,1,2022-01-12,2022-03-16,1CDC,Furto Qualificado,não,não,denegado
20023011720228260000,22,1,2022-01-12,2022-02-03,4CDC,Latrocínio,não,não,denegado
20023020220228260000,41,1,2022-01-12,2022-02-22,2CDC,Roubo,não,não,denegado
20023046920228260000,19,1,2022-01-12,2022-01-31,2CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20023063920228260000,44,1,2022-01-12,2022-02-25,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20023099120228260000,57,1,2022-01-12,2022-03-10,12CDC,Furto Qualificado,não,não,concedido
20023210820228260000,35,1,2022-01-12,2022-02-16,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20023271520228260000,274,0,2022-01-12,NA,15CDC,Crimes contra a vida,não,não,NA
20023332220228260000,33,1,2022-01-12,2022-02-14,10CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20023367420228260000,82,1,2022-01-12,2022-04-04,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20023375920228260000,26,1,2022-01-12,2022-02-07,8CDC,Roubo,não,não,denegado
20023384420228260000,50,1,2022-01-12,2022-03-03,7CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20023522820228260000,40,1,2022-01-12,2022-02-21,10CDC,Homicídio Qualificado,não,não,denegado
20023549520228260000,274,0,2022-01-12,NA,4CDC,Ameaça,não,não,NA
20023566520228260000,19,1,2022-01-12,2022-01-31,1CDC,Homicídio Simples,não,não,denegado
20023575020228260000,42,1,2022-01-12,2022-02-23,4CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20023583520228260000,274,0,2022-01-12,NA,11CDC,Seqüestro e cárcere privado,não,não,NA
20023635720228260000,58,1,2022-01-12,2022-03-11,1CDC,Roubo,não,não,denegado
20023644220228260000,19,1,2022-01-12,2022-01-31,5CDC,Roubo Majorado,não,não,denegado
20023661220228260000,83,1,2022-01-12,2022-04-05,16CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20023696420228260000,42,1,2022-01-12,2022-02-23,8CDC,Roubo,não,não,denegado
20023757120228260000,30,1,2022-01-12,2022-02-11,14CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20023834820228260000,8,1,2022-01-12,2022-01-20,6CDC,Furto Qualificado,sim,não,denegado
20023939220228260000,44,1,2022-01-12,2022-02-25,12CDC,Furto,não,não,denegado
20023956220228260000,274,0,2022-01-12,NA,10CDC,Tráfico de Drogas e Condutas Afins,não,não,NA
20023964720228260000,16,1,2022-01-12,2022-01-28,11CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20024008420228260000,54,1,2022-01-12,2022-03-07,14CDC,Furto Qualificado,não,não,denegado
20024042420228260000,42,1,2022-01-12,2022-02-23,6CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20024086120228260000,30,1,2022-01-12,2022-02-11,8CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20024103120228260000,30,1,2022-01-12,2022-02-11,1CDC,Furto Qualificado,não,não,denegado
20024111620228260000,22,1,2022-01-12,2022-02-03,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20024163820228260000,27,1,2022-01-12,2022-02-08,12CDC,Roubo,não,não,denegado
20024172320228260000,23,1,2022-01-12,2022-02-04,1CDC,Tráfico de Drogas e Condutas Afins,sim,não,concedido
20024180820228260000,64,1,2022-01-12,2022-03-17,13CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20024199020228260000,26,1,2022-01-12,2022-02-07,4CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20024216020228260000,76,1,2022-01-12,2022-03-29,5CDC,Tráfico de Drogas e Condutas Afins,não,não,prejudicado/extinto
20024259720228260000,29,1,2022-01-12,2022-02-10,2CDC,Constrangimento ilegal,não,não,não conhecido
20024293720228260000,34,1,2022-01-12,2022-02-15,15CDC,Furto Qualificado,não,não,denegado
20024310720228260000,68,1,2022-01-12,2022-03-21,4CDC,Roubo,não,não,prejudicado/extinto
20024354420228260000,97,1,2022-01-12,2022-04-19,4CDC,Falsificação de documento público,não,não,concedido
20024362920228260000,33,1,2022-01-12,2022-02-14,8CDC,Constrangimento ilegal,não,não,não conhecido
20024432120228260000,40,1,2022-01-12,2022-02-21,1CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20024674920228260000,22,1,2022-01-12,2022-02-03,16CDC,Tráfico de Drogas e Condutas Afins,não,não,concedido
20024779320228260000,70,1,2022-01-12,2022-03-23,3CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20024796320228260000,85,1,2022-01-12,2022-04-07,9CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20024804820228260000,43,1,2022-01-12,2022-02-24,12CDC,Furto Qualificado,não,não,concedido
20024874020228260000,19,1,2022-01-12,2022-01-31,1CDC,Associação para a Produção e Tráfico e Condutas Afins,não,não,denegado
20024891020228260000,40,1,2022-01-12,2022-02-21,8CDC,Roubo,não,não,denegado
20024909220228260000,41,1,2022-01-12,2022-02-22,4CDC,Furto,não,não,denegado
20024926220228260000,44,1,2022-01-12,2022-02-25,12CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,concedido
20024951720228260000,36,1,2022-01-12,2022-02-17,3CDC,Roubo Majorado,não,não,denegado
20024978420228260000,49,1,2022-01-12,2022-03-02,14CDC,Furto Qualificado,não,não,concedido
20024986920228260000,28,1,2022-01-12,2022-02-09,12CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20024995420228260000,44,1,2022-01-12,2022-02-25,8CDC,Roubo,não,não,denegado
20025012420228260000,27,1,2022-01-12,2022-02-08,9CDC,Crimes de Tortura,não,não,denegado
20025142320228260000,77,1,2022-01-12,2022-03-30,2CDC,Roubo,não,não,prejudicado/extinto
20025150820228260000,21,1,2022-01-12,2022-02-02,6CDC,Tráfico de Drogas e Condutas Afins,sim,não,denegado
20025177520228260000,274,0,2022-01-12,NA,12CDC,Estelionato contra Idoso,não,não,NA
20025203020228260000,19,1,2022-01-12,2022-01-31,16CDC,Roubo,não,não,denegado
20025211520228260000,35,1,2022-01-12,2022-02-16,2CDC,Ameaça,não,não,denegado
20025280720228260000,37,1,2022-01-12,2022-02-18,13CDC,Receptação,não,não,denegado
20025298920228260000,40,1,2022-01-12,2022-02-21,10CDC,Furto Qualificado,não,não,denegado
20025368120228260000,30,1,2022-01-12,2022-02-11,16CDC,Roubo,não,não,não conhecido
20025376620228260000,28,1,2022-01-12,2022-02-09,8CDC,Corrupção ativa,não,não,denegado
20025393620228260000,55,1,2022-01-12,2022-03-08,11CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20025410620228260000,27,1,2022-01-12,2022-02-08,6CDC,Roubo,não,não,denegado
20025445820228260000,54,1,2022-01-12,2022-03-07,1CDC,Crimes do Sistema Nacional de Armas,não,não,não conhecido
20025454320228260000,8,1,2022-01-12,2022-01-20,6CDC,Tráfico de Drogas e Condutas Afins,sim,não,denegado
20025489520228260000,8,1,2022-01-12,2022-01-20,6CDC,Tráfico de Drogas e Condutas Afins,não,não,não conhecido
20025532020228260000,37,1,2022-01-12,2022-02-18,7CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20025584220228260000,50,1,2022-01-12,2022-03-03,4CDC,Roubo,não,não,prejudicado/extinto
20025644920228260000,35,1,2022-01-12,2022-02-16,13CDC,Homicídio Simples,não,não,denegado
20026009120228260000,29,1,2022-01-12,2022-02-10,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20026069820228260000,16,1,2022-01-12,2022-01-28,5CDC,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,não,não,denegado
20026103820228260000,274,0,2022-01-12,NA,NA,Furto,não,não,NA
20026120820228260000,34,1,2022-01-12,2022-02-15,15CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20026156020228260000,26,1,2022-01-12,2022-02-07,3CDC,Roubo,não,não,denegado
20026164520228260000,31,1,2022-01-12,2022-02-12,9CDC,Contra a Mulher,não,não,não conhecido
20026173020228260000,19,1,2022-01-12,2022-01-31,4CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
20026250720228260000,9,1,2022-01-12,2022-01-21,1CDC,Tráfico de Drogas e Condutas Afins,sim,não,não conhecido
20026355120228260000,40,1,2022-01-12,2022-02-21,4CDC,Decorrente de Violência Doméstica,não,não,prejudicado/extinto
20026415820228260000,30,1,2022-01-12,2022-02-11,12CDC,Ameaça,não,não,prejudicado/extinto
20026597920228260000,68,1,2022-01-12,2022-03-21,8CDC,Decorrente de Violência Doméstica,não,não,não conhecido
20026614920228260000,69,1,2022-01-12,2022-03-22,16CDC,Tráfico de Drogas e Condutas Afins,não,não,denegado
